Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,TIMED-OUT,Not Applicable,REDACTED,,,,689831,,REDACTED,English,63,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,TIMED-OUT,Not Applicable,REDACTED,,,,657846,,REDACTED,"Telugu, English",23,Male,Asian,India,United States,United States,English,Yes,Full-Time
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,TIMED-OUT,Not Applicable,REDACTED,,,,423291,,REDACTED,English,50,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,TIMED-OUT,Not Applicable,REDACTED,,,,347925,,REDACTED,English,79,Male,Other,Tanzania,United States,United States,Punjabi,No,Other
REDACTED,REDACTED,TIMED-OUT,Not Applicable,REDACTED,,,,343939,,REDACTED,English,73,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
REDACTED,REDACTED,RETURNED,Not Applicable,REDACTED,,,,,,REDACTED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
