Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,885,REDACTED,REDACTED,English,59,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1021,REDACTED,REDACTED,English,60,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,3004,REDACTED,REDACTED,English,58,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,876,REDACTED,REDACTED,English,64,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1389,REDACTED,REDACTED,English,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,919,REDACTED,REDACTED,English,58,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,797,REDACTED,REDACTED,English,62,Female,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1312,REDACTED,REDACTED,English,58,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1157,REDACTED,REDACTED,English,75,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1389,REDACTED,REDACTED,English,59,Female,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,596,REDACTED,REDACTED,English,59,Female,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1294,REDACTED,REDACTED,English,64,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,715,REDACTED,REDACTED,English,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,3734,REDACTED,REDACTED,English,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1146,REDACTED,REDACTED,English,69,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1901,REDACTED,REDACTED,English,71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1704,REDACTED,REDACTED,"English, French",61,Female,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1073,REDACTED,REDACTED,English,61,Female,White,United States,United States,United States,English,No,Other
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,904,REDACTED,REDACTED,English,60,Female,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,817,REDACTED,REDACTED,English,63,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1052,REDACTED,REDACTED,"French, English",59,Female,White,Canada,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,845,REDACTED,REDACTED,English,68,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1358,REDACTED,REDACTED,English,59,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1260,REDACTED,REDACTED,English,59,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,790,REDACTED,REDACTED,English,61,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,522,REDACTED,REDACTED,English,60,Female,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,2103,REDACTED,REDACTED,English,75,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1938,REDACTED,REDACTED,English,73,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,711,REDACTED,REDACTED,English,73,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1315,REDACTED,REDACTED,English,62,Female,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,782,REDACTED,REDACTED,English,61,Female,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,671,REDACTED,REDACTED,English,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,705,REDACTED,REDACTED,English,61,Female,White,Philippines,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,613,REDACTED,REDACTED,English,61,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,571,REDACTED,REDACTED,English,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1066,REDACTED,REDACTED,English,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1136,REDACTED,REDACTED,English,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,829,REDACTED,REDACTED,English,65,Female,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1385,REDACTED,REDACTED,English,58,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1009,REDACTED,REDACTED,English,74,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,919,REDACTED,REDACTED,English,60,Female,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,388,REDACTED,REDACTED,English,58,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1079,REDACTED,REDACTED,English,58,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,728,REDACTED,REDACTED,English,76,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,758,REDACTED,REDACTED,English,61,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,936,REDACTED,REDACTED,English,64,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,643,REDACTED,REDACTED,English,62,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1306,REDACTED,REDACTED,English,61,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,776,REDACTED,REDACTED,English,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1187,REDACTED,REDACTED,English,60,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,582,REDACTED,REDACTED,English,64,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,927,REDACTED,REDACTED,English,60,Male,White,Sierra Leone,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,783,REDACTED,REDACTED,English,71,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,677,REDACTED,REDACTED,English,62,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1646,REDACTED,REDACTED,English,66,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,873,REDACTED,REDACTED,English,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,913,REDACTED,REDACTED,English,67,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,2351,REDACTED,REDACTED,English,59,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,828,REDACTED,REDACTED,English,70,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1269,REDACTED,REDACTED,English,73,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1529,REDACTED,REDACTED,English,64,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1062,REDACTED,REDACTED,English,58,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,935,REDACTED,REDACTED,English,61,Male,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,633,REDACTED,REDACTED,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1835,REDACTED,REDACTED,English,58,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,622,REDACTED,REDACTED,English,60,Male,White,Czech Republic,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1192,REDACTED,REDACTED,English,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,928,REDACTED,REDACTED,English,78,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,997,REDACTED,REDACTED,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1216,REDACTED,REDACTED,English,77,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,560,REDACTED,REDACTED,English,61,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1915,REDACTED,REDACTED,English,59,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1258,REDACTED,REDACTED,"English, German",83,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,3215,REDACTED,REDACTED,English,79,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,973,REDACTED,REDACTED,English,69,Male,White,United States,United States,United States,English,No,Other
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1116,REDACTED,REDACTED,"English, Spanish",65,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1080,REDACTED,REDACTED,English,26,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,2597,REDACTED,REDACTED,English,26,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,961,REDACTED,REDACTED,English,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,729,REDACTED,REDACTED,English,24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1783,REDACTED,REDACTED,"English, Spanish",21,Male,White,United States,United States,United States,Spanish,Yes,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,477,REDACTED,REDACTED,English,22,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1038,REDACTED,REDACTED,English,21,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1056,REDACTED,REDACTED,English,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,736,REDACTED,REDACTED,"English, French",22,Male,White,United States,United States,United States,English,Yes,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1402,REDACTED,REDACTED,English,20,Male,White,United States,United States,United States,English,Yes,Other
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,874,REDACTED,REDACTED,English,26,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,663,REDACTED,REDACTED,English,22,Male,White,United States,United States,United States,English,Yes,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1081,REDACTED,REDACTED,English,26,Male,White,Mexico,United States,United States,Spanish,Yes,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,462,REDACTED,REDACTED,"English, German",26,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,597,REDACTED,REDACTED,English,24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1116,REDACTED,REDACTED,English,22,Male,White,United States,United States,United States,English,Yes,Other
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1675,REDACTED,REDACTED,English,24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,630,REDACTED,REDACTED,English,DATA_EXPIRED,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,423,REDACTED,REDACTED,"English, Russian",26,Male,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,429,REDACTED,REDACTED,English,30,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,892,REDACTED,REDACTED,English,31,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,523,REDACTED,REDACTED,English,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,664,REDACTED,REDACTED,English,34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,943,REDACTED,REDACTED,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1340,REDACTED,REDACTED,English,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1087,REDACTED,REDACTED,English,35,Male,White,United States,United States,United States,English,Yes,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,600,REDACTED,REDACTED,English,34,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,521,REDACTED,REDACTED,English,34,Male,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1080,REDACTED,REDACTED,English,36,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,605,REDACTED,REDACTED,English,34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1190,REDACTED,REDACTED,"English, Russian",37,Male,White,Ukraine,United States,United States,Russian,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1025,REDACTED,REDACTED,English,35,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,528,REDACTED,REDACTED,English,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,533,REDACTED,REDACTED,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1243,REDACTED,REDACTED,English,30,Male,White,United States,United States,United States,English,Yes,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,818,REDACTED,REDACTED,English,28,Male,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,924,REDACTED,REDACTED,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,581,REDACTED,REDACTED,English,35,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1131,REDACTED,REDACTED,English,57,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,645,REDACTED,REDACTED,English,56,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,690,REDACTED,REDACTED,English,56,Male,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1111,REDACTED,REDACTED,English,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,550,REDACTED,REDACTED,English,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,527,REDACTED,REDACTED,English,48,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1712,REDACTED,REDACTED,English,54,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,2067,REDACTED,REDACTED,English,52,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,875,REDACTED,REDACTED,English,55,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1185,REDACTED,REDACTED,English,49,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1215,REDACTED,REDACTED,English,48,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,2063,REDACTED,REDACTED,English,53,Male,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,767,REDACTED,REDACTED,English,53,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,622,REDACTED,REDACTED,English,50,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,361,REDACTED,REDACTED,English,49,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1070,REDACTED,REDACTED,English,52,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,1191,REDACTED,REDACTED,English,51,Male,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,819,REDACTED,REDACTED,English,50,Male,White,United States,United States,United States,English,No,Part-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,578,REDACTED,REDACTED,English,54,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,605,REDACTED,REDACTED,English,55,Female,White,United States,United States,United States,English,No,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,946,REDACTED,REDACTED,English,55,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,528,REDACTED,REDACTED,English,48,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
REDACTED,REDACTED,APPROVED,Not Applicable,REDACTED,REDACTED,REDACTED,REDACTED,692,REDACTED,REDACTED,English,50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
